instance_id,description,init,get_agent_result,get_ground_truth,ground_truth,comparison_method
7_bootstrap.json_77,"For this problem, you need to determine the total number of lines, words, and characters in all text files within a specific directory and its subdirectories in the Linux operating system. You will perform this task using the 'find' and 'wc' commands in the shell.

Given a directory path ""/home/user/project"", determine the total number of:

1. Lines (L)
2. Words (W)
3. Characters (C)

in all text files (*.txt) within the given directory and its subdirectories. Your final answer should be in the format: L + W + C.","#!/bin/bash

# Create folders and files

mkdir -p /home/user/project/level0/subfolder
mkdir -p /home/user/project/level1/subfolder1
mkdir -p /home/user/project/level1/subfolder2

echo ""Hello
World!"" > /home/user/project/level0/subfolder/file1.txt
echo ""Welcome to the Linux world!"" > /home/user/project/level1/subfolder1/file2.txt
echo ""Linux is an open-source operating system."" > /home/user/project/level1/subfolder2/file3.txt",,find /home/user/project -iname '*.txt' -exec wc -lwm {} + | awk '{L += $1; W += $2; M += $3} END {print L + W + M}',,check/integer-match.py
7_bootstrap.json_78,"As a student using the Linux operating system (Ubuntu), your task is to count the total number of files and directories in a given directory tree (including the root directory). The given directory contains a mix of files and directories, including hidden ones (those starting with a period, .).

Your challenge is to create and execute a bash script that will calculate the total file count and then output that count as a single integer. You should ignore symbolic links, sockets, and other file types in your count.

The given directory is `~/example_directory`","#!/bin/bash

# Create the directory structure and files for the example
mkdir -p ~/example_directory/{dir1,dir2,dir3,dir4}
mkdir -p ~/example_directory/dir1/{.hidden_dir1,subdir1,subdir2}
touch ~/example_directory/{file1.txt,.hidden_file1}
touch ~/example_directory/dir1/{file2.txt,.hidden_file2}
touch ~/example_directory/dir1/subdir1/{file3.txt,.hidden_file3}
",,"#!/bin/bash

# Find and count the total number of files and directories in the given directory tree.
find ~/example_directory -type d -o -type f -not -path ""*/\.*"" | wc -l",,check/integer-match.py
7_bootstrap.json_79,"As a student, you have been given a directory called ""logs"" containing multiple files. Each file contains lines representing status messages and logged events. You need to analyze these log files and answer the following question:

How many times the keyword ""ERROR"" appears across all the files in the ""logs"" directory?

In order to accomplish this task, you must create a single command line solution that processes the log files and returns the total count of occurrences of the keyword ""ERROR"" in the ""logs"" directory. Remember, the output must only contain a single integer representing the count of occurrences.","mkdir logs
echo ""INFO: Service started"" > logs/log1.txt
echo ""ERROR: Connection failed"" >> logs/log1.txt
echo ""ERROR: File not found"" >> logs/log1.txt
echo ""WARNING: High CPU usage"" >> logs/log1.txt

echo ""ERROR: Disk full"" > logs/log2.txt
echo ""INFO: Configuration updated"" >> logs/log2.txt
echo ""INFO: Service restarted"" >> logs/log2.txt
echo ""ERROR: Database connection lost"" >> logs/log2.txt",,grep -o 'ERROR' logs/* | wc -l,,check/integer-match.py
7_bootstrap.json_80,"In this problem, you need to find the total number of lines containing the word ""Linux"" in all the "".txt"" files inside a given directory and its subdirectories.

Here's the problem detail:

1. A new directory named ""Linux_files"" will be created in your home directory.
2. The ""Linux_files"" directory will contain multiple "".txt"" files and subdirectories.
3. Some of the subdirectories inside ""Linux_files"" will also contain "".txt"" files.
4. Some of the "".txt"" files will contain the word ""Linux"" in one or more lines.
5. Your task is to find the total number of lines containing the word ""Linux"" in all the "".txt"" files inside the ""Linux_files"" directory and its subdirectories.

Submit your answer as an integer.","#!/bin/bash
mkdir ~/Linux_files
cd ~/Linux_files
echo -e ""Hello\nLinux operating system\nHow's the weather?\nLinux is great!"" > file1.txt
echo -e ""This is a test line\nI love Linux\nLet's use Linux more often!"" > file2.txt
mkdir subdirectory1
cd subdirectory1
echo -e ""Linux should be your first choice.\nGive Linux a try!"" > file3.txt
cd ..
mkdir subdirectory2
cd subdirectory2
echo -e ""I just made a switch to Linux\nBest decision ever!"" > file4.txt",,grep -r -c 'Linux' ~/Linux_files/*.txt | awk -F: '{sum+=$2} END {print sum}',,check/integer-match.py
7_bootstrap.json_81,"As a student, your task is to find the total number of files and directories in a given directory, excluding its subdirectories. Use the Linux command line to accomplish this task and submit your answer as an integer.

The given directory is `~/TA_problem_directory`","#!/bin/bash
mkdir -p ~/TA_problem_directory
cd ~/TA_problem_directory
mkdir -p subdir1 subdir2
touch file1.txt file2.txt file3.txt subdir1/file4.txt subdir2/file5.txt",,find ~/TA_problem_directory -maxdepth 1 | wc -l | awk '{print $1-2}',,check/integer-match.py
7_bootstrap.json_82,"As a student, you have been assigned a task to analyze the files in a directory and provide useful statistics. Your goal is to determine the total number of lines contained in all the "".txt"" files in the ""/home/student/files"" directory and its subdirectories.

Please provide your answer in the form of an integer, representing the sum of lines present in all "".txt"" files.

The given directory is `/home/student/files`","#!/bin/bash
mkdir -p /home/student/files
echo ""This is a test file."" > /home/student/files/file1.txt
echo ""This file contains\nMultiple lines."" > /home/student/files/file2.txt
mkdir -p /home/student/files/subdir
echo ""This is another test file\nInside a subdirectory."" > /home/student/files/subdir/file3.txt",,"#!/bin/bash
find /home/student/files -type f -name ""*.txt"" -exec wc -l {} + | awk '{SUM += $1} END {print SUM}'",,check/integer-match.py
7_bootstrap.json_83,"You are given a directory named 'log_files' which contains multiple log files. Each log file is named in the format 'log_server_X_YYYY-MM-DD.txt' where X is an integer server ID (between 1 and 100) and YYYY-MM-DD is the date. The content of each log file contains different integers, one integer per line. Your task is to find the sum of the integers present on the log files whose server ID is a prime number and was created within the last 7 days.

Write a bash script to calculate the required sum of integers and output the result.","#!/bin/bash
mkdir -p log_files
echo ""5"" > log_files/log_server_2_$(date --date=""5 days ago"" +%Y-%m-%d).txt
echo ""5"" > log_files/log_server_4_$(date --date=""5 days ago"" +%Y-%m-%d).txt
echo ""3"" > log_files/log_server_3_$(date --date=""2 days ago"" +%Y-%m-%d).txt
echo ""7"" > log_files/log_server_5_$(date --date=""1 days ago"" +%Y-%m-%d).txt
echo ""1"" > log_files/log_server_1_$(date --date=""9 days ago"" +%Y-%m-%d).txt",,"#!/bin/bash
is_prime() {
  number=$1
  if ((number <= 1)); then
    return 1
  elif ((number == 2)); then
    return 0
  else
    for ((i = 2; i * i <= number; i++)); do
      if ((number % i == 0)); then
        return 1
      fi
    done
    return 0
  fi
}

limit_date=$(date --date=""7 days ago"" +%Y-%m-%d)
total_sum=0

for file in log_files/*.txt; do
  server_id=$(echo ""${file#*_}"" | awk -F_ '{print $2}')
  file_date=$(echo ""${file}"" | awk -F_ '{print $(NF-1)}')

  is_prime ${server_id}
  result=$?

  # Check if server id is prime (result equals to 0) and if file date is within the last 7 days.
  if [[ ${result} -eq 0 && ${file_date} > ${limit_date} ]]; then
    sum=$(awk '{s+=$1} END {print s}' ""${file}"")
    total_sum=$((total_sum + sum ))
  fi
done

echo ${total_sum}",,check/integer-match.py
7_bootstrap.json_84,"As a Linux user, you have to analyze the log files to keep track of the activities within a system. In this scenario, you have a log file named ""system_logs.log"" which records specific activities on your Linux (Ubuntu) operating system. The log file contains multiple lines of data with a timestamp, event type (error or_success), user ID, and action message.

Here's an example of a log entry:
`2022-11-15 18:03:23 error 28 Directory_not_found`

The user ID is an integer (between 1 and 50), and the number of error events varies.

Your task is to create a script that counts the total number of error events in the log file for a specific user ID, provided as an input argument.

The output should be a single integer representing the total number of error events.","# This initialization script creates a log file and adds sample log entries.
cat > system_logs.log << EOF
2022-09-14 15:21:11 error 15 Invalid_file_name
2022-09-12 11:30:09 success 45 Operation_finished
2022-09-17 23:37:43 error 28 Directory_not_found
2022-09-3 15:25:42 success 01 Backup_complete
2022-09-22 09:43:33 error 15 File_read_error
EOF",,"#!/bin/bash

# The provided argument is the user ID to search for.
USER_ID=$1

# Filter the log file for error events and the specific user ID, then count the number of lines.
grep ""error"" system_logs.log | grep "" $USER_ID "" | wc -l",,check/integer-match.py
7_bootstrap.json_85,"As a Linux user, you are required to find the total number of unique characters in a given log file. The file does not have any newline characters. The purpose of this problem is to identify your understanding of file management and text processing using command line.

1. The file called `logfile.txt`.
2. Count and print the number of unique characters in the `logfile.txt` file. The result must be an integer.","#!/bin/bash
# Initialization script to create logfile.txt with random strings

# Generating a random characters string of length 1000
random_string=$(cat /dev/urandom | tr -dc ""[:alnum:]"" | head -c 1000)

# Creating and initializing logfile.txt with random string content
echo $random_string > logfile.txt",,"# Removing newline (if any) and counting unique characters in logfile.txt
cat logfile.txt | fold -w1 | grep -o . | sort | uniq | wc -l",,check/integer-match.py
7_bootstrap.json_86,"As a student, your task is to determine how many lines of code (LOC) are written in the C programming language within a given directory structure. This directory structure contains multiple subdirectories and files with different programming languages.

You need to count the number of lines in all .c files present in the given directory and its subdirectories; your answer must be an integer.

Note: You are only allowed to use the Linux command line and its utilities; you cannot use any other scripts or software to perform this task.

The given directory is `./code_directory`","#!/bin/bash

mkdir -p code_directory/subdir1
mkdir -p code_directory/subdir2

echo ""#include <stdio.h>"" > code_directory/main.c
echo ""int main() { return 0; }"" >> code_directory/main.c

echo ""#include <stdlib.h>"" > code_directory/subdir1/test1.c
echo ""void foo() { }"" >> code_directory/subdir1/test1.c

echo ""#include <string.h>"" > code_directory/subdir2/test2.c
echo ""void bar() { }"" >> code_directory/subdir2/test2.c",,"#!/bin/bash

find code_directory -type f -name ""*.c"" -exec grep -cve '^ *$' {} \; | awk '{s+=$1} END {print s}'",,check/integer-match.py
7_bootstrap.json_87,"In this problem, you need to analyze the file system usage (in kilobytes) in a Linux operating system. You will be given a directory in the initialization phase. You need to find out the total number of kilobytes used by all files within that directory (including subdirectories).

Your task is to calculate the total file size in kilobytes within the provided directory, ignoring the sizes of any folders. The answer should be an integer value.

The given directory is `./experiment_folder`","#!/bin/bash
mkdir -p experiment_folder/sub_folder_{1,2,3}
echo ""Creating files with various sizes in different folders""
echo ""testing"" > experiment_folder/test_1.txt
echo ""testing"" > experiment_folder/sub_folder_1/test_2.txt
dd if=/dev/urandom of=experiment_folder/sub_folder_2/random_file.txt bs=1024 count=10 2>/dev/null
dd if=/dev/urandom of=experiment_folder/sub_folder_3/random_file_2.txt bs=1024 count=5 2>/dev/null",,"#!/bin/bash
printf ""%.0f\n"" $(($(du -sb --apparent-size experiment_folder | cut -f1) / 1024))",,check/integer-match.py
